,LIMIT_BAL,PB1,PB2,PB3,PB4,PB5,PB6
18986,40000,37940,38581,38543,38543,37595,35726
18987,200000,181528,190987,209286,181243,181668,182892
18988,100000,93890,91034,93710,93911,97487,98561
18989,50000,45199,48685,49216,19069,14345,19262
18990,40000,38765,36623,65189,37261,37480,37618
18991,70000,61721,73190,71489,66481,61077,71013
18992,210000,-185,-193,191,0,0,0
18993,30000,22150,23253,25064,25884,28121,24715
18994,100000,88644,87368,78372,68451,65030,64244
18995,20000,15463,15381,17354,19367,16090,17842
18996,400000,18940,1079,-1084,1883,587,0
18997,330000,211793,215079,221440,215907,235414,253338
18998,240000,-13748,16996,0,0,0,0
18999,70000,64660,76632,69037,78789,71720,80572
19000,240000,182,176,-540,440,-2500,1896
19001,200000,-7948,1847,653,653,653,-1300
19002,100000,-2806,1999,-3365,803,-319,-527
19003,180000,36109,15896,15193,16652,12545,12545
19004,360000,61695,91954,6143,-3747,4309,1234
19005,130000,109003,108253,111802,114819,115530,118010
19006,120000,-12090,6938,7401,146,270,0
19007,230000,0,-846,0,846,-846,346
19009,320000,188441,192806,197050,191114,183921,181781
19010,330000,298467,309147,293306,263872,193276,144862
19011,80000,3720,3989,1065,1000,0,0
19012,150000,546,-2950,-5822,-9601,21888,19826
19013,160000,-358,-1444,1990,0,0,0
19014,50000,37840,39405,40146,41291,42070,42458
19015,300000,0,0,0,0,0,0
19016,190000,178305,180057,172397,157580,152080,152575
19017,50000,24545,20119,19639,21114,19948,21077
19018,90000,718,-229,-3623,2120,3277,8516
19019,210000,79663,63394,65305,60626,59638,62498
19020,240000,235810,240352,239262,242495,184368,189050
19021,60000,36311,42019,43220,45785,43050,41978
19022,440000,1941,2769,3191,0,0,0
19023,30000,28485,25204,25751,27269,27525,26974
19024,230000,23758,0,0,0,0,0
19025,440000,198176,215177,196839,178553,177208,144857
19026,80000,61399,59548,47804,43292,41190,37457
19027,30000,27265,27246,27370,28912,23914,22760
19028,250000,230338,234230,197944,202831,206717,205868
19029,30000,24673,25465,26703,25638,25352,27155
19030,50000,47602,48251,46752,48071,22895,18751
19031,50000,44496,45419,45257,47081,46485,47484
19032,30000,26330,22008,28781,25476,29779,26204
19033,30000,29029,28633,25577,26250,20693,29115
19034,500000,149838,0,0,0,0,0
19035,50000,23040,23330,25620,26889,24158,27737
19036,50000,48272,30418,31998,33852,13163,13362
19037,50000,2416,0,0,0,0,0
19038,90000,43069,40810,37275,34800,35323,31396
19039,30000,11890,14074,16141,15029,14808,15757
19040,150000,120385,105741,101741,81720,74755,70571
19041,50000,-35830,46296,48175,49557,41231,41624
19042,70000,12021,17461,15492,16413,18315,19859
19043,80000,68850,0,0,0,0,0
19044,280000,-11,-11,-11,-2594,-6994,-135475
19045,90000,5374,5849,6098,7947,8100,8216
19046,330000,90384,43006,45123,47195,46942,53963
19047,190000,75903,78900,81297,87399,81698,83900
19048,210000,45109,41430,50615,52117,50192,60729
19049,100000,92094,99714,94386,105252,102742,100884
19050,20000,20226,16356,16931,18807,14940,13562
19051,260000,-7523,-11922,25201,25879,16420,39206
19052,20000,15803,12149,17093,15499,20898,19999
19053,80000,74480,72829,62428,47103,46849,47701
19054,50000,28894,29746,26676,27014,26636,26923
19055,70000,48374,52163,46460,54200,48534,53703
19056,30000,23082,28069,30766,28770,28037,26860
19057,100000,97271,83646,86818,62043,41110,40018
19058,50000,48173,43278,44993,35582,29192,28336
19059,80000,60804,61947,60634,70312,65885,67227
19060,50000,6411,4857,1398,1498,500,0
19062,140000,126787,91550,92273,87559,84609,90184
19063,70000,58820,56697,58139,53609,44819,41471
19064,30000,26984,30109,28349,28800,30000,0
19065,80000,70381,65534,67503,65283,75331,71005
19066,40000,20784,20435,6145,2424,822,0
19067,100000,32723,33279,34246,34693,35101,35630
19068,50000,46050,45367,45922,31820,27271,27794
19069,30000,24288,27160,23444,28694,25336,29930
19070,120000,7237,8449,13016,16373,17261,17363
19071,260000,146108,142672,133068,135367,134710,141578
19072,90000,19837,10973,16118,15093,14345,18018
19073,30000,3929,-33478,28953,28117,28617,27497
19074,260000,164971,153671,151268,151248,115518,112649
19075,170000,161105,139908,114161,111662,127815,119098
19076,150000,132164,134165,141242,98342,76929,77522
19077,90000,38467,39495,40720,42997,38264,42268
19078,50000,2640,3291,3908,4627,5159,5677
19079,70000,63847,61462,52263,45562,31735,38509
19080,210000,209520,221208,188127,191093,183541,195864
19081,450000,0,0,0,0,0,0
19082,70000,11180,8856,7822,13627,8852,9676
19083,70000,19741,26021,22419,22541,10576,2985
19084,300000,-5656,7929,-12333,21900,-2420,33920
19085,70000,65294,65232,66375,66782,66989,65788
19086,180000,85475,74756,71849,73702,73856,75088
19087,50000,59077,52907,52432,52064,48082,47447
19088,20000,20548,17331,-1464,16123,18662,243
19089,260000,220678,193429,197300,201182,201332,200263
19090,70000,2127,-13201,16948,17229,19755,16255
19091,50000,34593,41816,41338,41435,42420,43959
19092,150000,139861,135518,132950,137130,139183,125691
19093,150000,45372,40552,40469,40179,39183,37729
19094,20000,18063,18610,16271,17499,15770,47579
19095,60000,55211,56376,46576,48802,9110,10543
19096,50000,38596,39585,39441,39450,28308,28715
19097,50000,24740,25496,26056,27084,31595,27952
19098,80000,71965,66954,68583,61668,82798,81336
19099,140000,8064,8551,10655,10642,-316,482
19100,20000,6616,4564,6591,8913,7324,7728
19101,10000,1183,2027,2879,4780,5243,5400
19102,120000,6547,9836,0,0,0,-5562
19103,50000,36291,35385,30558,31350,15700,0
19104,30000,9936,9439,13411,15819,13846,14666
19105,210000,108273,109302,106906,108423,88894,90321
19106,150000,0,0,0,0,0,0
19107,180000,111202,66363,30613,25220,8654,-44510
19108,590000,0,0,-1387,387,1206,2014
19109,260000,20661,-9804,-30571,161920,163524,167031
19110,90000,11811,-1783,4911,7774,9265,8824
19111,110000,18886,18178,16945,17262,16839,9731
19112,140000,-453,1278,-828,1178,-300,-111
19113,210000,2048,0,0,0,83,-323
19114,80000,0,0,0,0,0,0
19115,30000,8888,1193,6239,4783,-26409,20013
19116,120000,90183,90455,88778,84416,52001,9131
19117,20000,6204,6381,8860,12380,11400,0
19118,80000,48536,47918,47472,47442,46587,46059
19119,110000,21136,21478,22219,23858,23847,24195
19120,240000,72121,57716,43854,-36497,75742,-22893
19121,100000,207,-98,-24205,29628,13252,210
19122,200000,144725,147507,150556,153025,156835,161555
19123,450000,1107,-5859,4969,991,-1992,-5254
19124,150000,47222,37332,15563,8622,10622,-55789
19125,120000,11277,291,0,0,-16015,16015
19126,70000,62967,64207,66207,59645,52584,66801
19127,190000,126946,130809,134664,138895,141642,145910
19128,50000,47601,40676,18462,20092,18642,17881
19129,60000,39466,30400,27766,28368,28782,28568
19130,90000,13979,17414,12846,20559,17933,21454
19131,300000,58944,59491,60692,58969,61771,60428
19132,210000,1406,-712,-288,-2975,4584,-821
19133,50000,42533,49378,46019,47454,27917,26205
19134,350000,-37871,77295,104299,99487,85880,79387
19135,30000,24809,25596,27072,28624,28800,30000
19136,280000,0,0,0,0,0,0
19137,380000,16341,13681,14678,14650,15380,15074
19138,360000,-508,941,-485,776,-312,-264
19139,260000,5917,-15910,-15910,-55910,23583,13321
19140,160000,22720,9396,8484,6714,-7093,3583
19141,250000,-5386,-9215,-2074,1087,19122,-24650
19142,320000,14950,14544,-4855,60291,5800,5336
19143,140000,130926,131519,131450,135154,134379,135748
19144,80000,55391,55447,57395,56651,55177,55766
19145,100000,60422,64785,57833,67467,61184,66309
19147,200000,-1930,-5140,11673,882,882,0
19148,110000,99691,98655,81761,83636,37025,38242
19149,70000,16514,19913,17971,17528,22175,20888
19150,240000,222188,229765,246000,-150,-150,-822
19151,80000,68607,69321,70823,72291,73725,75032
19152,150000,127093,124831,121485,119547,112364,112368
19153,50000,44566,45492,46822,50118,13242,13617
19154,230000,51354,50623,42131,-6281,28452,19822
19155,290000,-351,-3255,1920,3094,1145,-2889
19156,350000,-3736,6968,0,0,0,0
19157,100000,81453,79526,80778,20991,22071,23611
19158,50000,46796,46797,48097,47991,0,0
19159,360000,0,0,0,0,0,0
19160,210000,-2725,-615,-1236,-15432,20008,0
19161,500000,1349,47,-5808,6360,-6054,6054
19162,290000,234377,234394,234535,235509,234658,232125
19163,350000,222741,275156,249942,252063,247066,246641
19164,190000,-1286,1274,0,0,2131,-5354
19165,180000,-41984,172959,163862,158957,132909,126864
19166,110000,5084,5967,2780,4691,4782,4885
19167,200000,51979,46016,52736,53424,54201,54937
19168,210000,10240,-5660,-4883,4890,-5356,3644
19169,100000,0,0,0,0,-599,199
19170,130000,129061,129502,126541,120621,16569,75916
19171,70000,68115,66321,66579,66756,53167,47572
19172,100000,88937,85617,86970,76105,69086,64799
19173,150000,-60,660,0,0,-410,740
19174,160000,97687,102650,0,0,-173,173
19175,30000,-300,100,0,0,0,0
19176,80000,-607,-437,41,1199,599,-1
19177,200000,5760,-7134,-40300,44557,-3112,-14428
19178,180000,89593,96512,101204,95075,96913,98998
19179,180000,45991,23131,13157,11866,13067,6680
19180,170000,139599,129265,132329,136013,115030,85026
19181,50000,-2691,2834,5851,11159,3581,12222
19182,160000,90057,87531,86764,84963,83179,81394
19183,160000,0,-390,0,0,0,0
19184,20000,16390,18384,17187,16604,11518,8017
19185,70000,23506,38574,29772,28155,12719,-1303
19186,240000,4679,5758,20591,-24623,17067,-19986
19187,300000,330776,323746,311506,304386,253617,242129
19188,420000,-428,-100,279,3039,-424,-2254
19189,200000,119432,111014,114576,116551,124486,128262
19190,50000,25121,51980,18476,20781,17090,16057
19191,50000,18606,18750,-95000,30288,23635,30610
19192,200000,-201,201,0,0,0,0
19193,200000,112532,116568,114822,115402,111019,112249
19194,380000,334404,385652,354017,341443,341965,341779
19195,50000,16079,8789,4946,0,18121,2529
19196,50000,-165,-1931,-10505,9931,2972,898
19197,500000,13385,15006,-12142,-26168,19608,21576
19198,300000,2470,0,0,0,0,0
19199,170000,4777,4290,-1266,-352,4417,-16004
19200,20000,9698,11189,12663,12109,19525,17646
19201,20000,184,-2607,2217,780,901,0
19202,280000,177714,162489,156181,146966,139589,143483
19203,80000,-142,432,528,2578,-23051,27275
19204,20000,15872,14859,20567,18928,17711,17908
19205,70000,107476,53678,55462,56005,56289,59031
19206,30000,20088,25566,27640,25397,25649,28531
19207,170000,111690,116720,116561,108991,110089,103897
19208,320000,93641,94315,98001,102195,102946,105228
19209,210000,0,0,0,0,0,0
19210,310000,12015,14077,14932,13855,10662,7628
19211,230000,-162,-978,-1,1130,1130,1130
19212,90000,86589,86796,84766,85214,84847,84724
19213,200000,3844,-570,2750,-1060,-940,940
19214,150000,95389,100189,104968,109613,112161,124616
19215,60000,22407,20829,16182,16057,13597,13645
19216,50000,-33511,33007,30672,29087,27114,43043
19217,200000,127722,130155,132189,132195,134238,136359
19218,220000,39259,34465,38334,15842,0,7419
19219,300000,-29164,7728,21180,-20,-4085,4045
19220,30000,20392,30606,27368,26769,23999,24885
19222,280000,166654,163048,165503,169665,172131,170437
19223,330000,0,0,0,0,0,0
19224,390000,92143,1621,609,-43657,33635,-66704
19225,200000,623,-1355,1107,113,150,-1488
19226,20000,11150,12448,13156,14845,14119,15582
19227,140000,49825,47704,40440,42934,12990,5735
19228,30000,773,-2931,3743,-820,-971,673
19229,210000,0,0,0,0,0,0
19230,100000,1010,0,0,0,-2947,-1246
19231,50000,1121,-2280,916,1338,-757,757
19232,30000,24012,25598,26196,27681,27451,28223
19234,150000,0,-689,-2254,2943,-6159,-22166
19235,180000,5079,6323,-43224,1603,-4783,3106
19236,230000,0,0,0,0,-6946,6946
19237,220000,18,-2549,163,1601,-1925,497
19238,200000,-4446,6160,-2470,1424,-4348,1272
19239,80000,15470,-6562,855,-12913,14688,-36598
19240,380000,5734,2772,2496,-284,-352,-3216
19241,30000,8809,9490,10192,11766,13776,12107
19242,160000,2747,220,387,-1905,3157,498
19243,60000,26514,23864,31688,29544,452,-12683
19244,100000,7689,771,-2505,1714,-3578,-385
19245,150000,-1771,1771,-730,104,-2092,2718
19246,100000,34414,35516,38622,36337,35048,40630
19247,30000,-1330,-1658,2988,-30000,30000,-1219
19248,220000,4086,-145,3055,-1963,3338,3032
19249,220000,2650,2650,150,150,150,150
19250,400000,-10484,4463,4487,-33,-6437,970
19251,680000,39639,-10341,-14968,17753,-155796,160253
19252,280000,25969,29211,38164,43758,39219,56011
19253,70000,32115,22683,25300,22594,20317,8736
19254,300000,1402,-1678,6006,456,-16503,-3945
19255,250000,312,-3636,3600,-2042,-1805,99
19256,200000,1570,0,0,0,0,0
19257,450000,-4759,-18236,-54291,41177,71873,26628
19258,30000,21167,16529,24191,21510,23813,23264
19259,210000,1552,-1807,2018,-1118,-740,1238
19260,250000,118880,122668,125721,116255,122229,123021
19261,70000,62761,62303,100798,49142,49470,50538
19262,230000,-9,-1004,986,0,-900,900
19263,150000,0,0,-283,283,0,0
19264,70000,26386,29896,30992,33163,29334,33245
19265,150000,97007,88071,81739,71980,64369,58216
19266,200000,313,-313,161,4,-350,350
19267,200000,3433,7328,0,-2621,2621,-72
19268,300000,885,0,0,-494,494,-138
19269,80000,2141,-6447,5837,4741,369,-1868
19270,30000,31273,30499,29740,28736,28336,28318
19271,100000,86074,87305,80454,71405,63512,69518
19272,360000,283255,112400,106655,96384,87235,24003
19273,150000,30428,30486,26651,26693,18481,5155
19274,180000,-10,-10,-5670,5650,-10,-10
19275,210000,-4742,5140,447,-783,783,0
19276,110000,96016,100630,101253,106141,46519,31448
19277,80000,1048,1113,-61098,61664,58281,53801
19278,50000,-946,1209,946,-18035,18611,16801
19279,150000,0,0,-3564,3564,0,0
19280,260000,0,0,0,0,0,0
19281,200000,5357,-4128,4292,0,0,0
19282,230000,1475,-991,-1173,-437,1259,-7294
19283,70000,67278,68546,67666,68895,67553,66327
19284,70000,32640,33757,35475,36854,37571,38334
19285,160000,1590,2679,2751,4604,8604,6306
19286,200000,187748,192803,181651,185193,188722,187338
19287,270000,1599,-2963,1845,-1000,-1000,-1000
19288,100000,92026,91109,94147,88998,66915,66995
19289,410000,10003,-1898,4054,670,-46668,48181
19290,160000,-2616,560,1590,-154,-620,-5534
19291,120000,-3430,3104,0,0,-150,150
19292,50000,11050,10640,10631,9700,1245,-1245
19293,450000,0,0,0,0,0,0
19294,200000,184083,186266,188617,162814,152209,165934
19295,360000,2204,322,-803,-17671,2922,15959
19296,340000,37510,40171,43465,42708,46912,50002
19297,300000,0,0,0,0,0,0
19298,220000,212294,195353,200651,151262,152232,155525
19299,370000,297607,292768,281198,238221,323557,268924
19300,170000,-1187,165,3967,-272,-874,-50
19301,500000,465596,428788,445807,426400,487803,454459
19302,100000,92172,50713,25272,0,0,0
19303,110000,223,0,0,0,0,0
19304,230000,16521,8948,3239,3029,3029,800
19305,230000,28109,24830,-4147,-6806,6082,3368
19306,150000,24114,25087,26105,27698,28080,28686
19307,210000,2289,-1542,4180,-2868,2694,-5814
19308,100000,21221,22329,-29450,32231,-18870,-5097
19309,230000,137396,144030,140485,130626,93789,103348
19310,360000,0,0,0,0,0,0
19311,360000,76607,81714,69563,52210,46842,8674
19312,200000,-2113,-2113,-2113,-2113,-2113,-2536
19313,200000,-2160,7894,5548,236,-261,3462
19314,150000,-658,-718,992,-867,-510,1940
19315,110000,150,150,150,150,150,150
19316,320000,0,0,-111,111,-288,-912
19317,50000,17678,20088,17114,21578,18940,22605
19318,160000,18930,-19925,47823,6371,31890,73929
19319,80000,41744,37926,9221,-53300,52800,45000
19320,100000,26628,27853,30900,0,0,0
19321,150000,281218,289703,287934,299201,76635,90500
19322,60000,126220,75367,71697,67850,63073,59381
19323,200000,-10,355,0,-907,907,0
19324,160000,5000,0,0,0,0,0
19325,230000,4549,-24962,14962,33429,31630,32276
19326,230000,0,-3504,-768,1295,1077,1900
19327,90000,0,0,-873,873,873,0
19328,140000,28940,29891,29408,33842,34465,35257
19329,30000,22217,21216,22254,22099,30297,27317
19330,320000,49807,63880,37745,91791,87936,92588
19331,20000,15507,16922,11221,7032,-1000,-1017
19332,50000,1797,-1540,-1540,1585,967,166
19333,30000,22705,23842,24828,26513,25484,28868
19334,160000,26307,-169,-694,1760,-4630,5510
19335,280000,48256,4494,31995,7218,-1352,-45276
19336,390000,39897,27624,25024,27460,27141,27277
19337,100000,7921,69882,71609,73265,73973,75765
19339,110000,46446,47979,18230,19693,15476,14498
19340,50000,46795,48413,45183,30359,27825,28429
19341,100000,107925,100224,103593,99186,76019,70065
19343,250000,133244,123229,156858,146372,147147,149186
19344,20000,12336,13210,15115,16062,14057,16558
19345,260000,-6688,9776,-18,-114,-378,-419
19346,20000,15043,9343,16129,18280,18671,14523
19347,320000,0,0,0,0,0,0
19348,30000,6830,7110,8077,8744,7932,6216
19349,50000,38358,36778,25403,25862,25564,26086
19350,80000,17971,20650,0,0,0,0
19351,120000,51916,62139,55684,63871,59751,60943
19352,290000,34246,33427,37269,32558,34465,36863
19353,50000,28530,39460,19897,23404,0,0
19354,30000,19173,20513,22826,19613,19269,20761
19355,580000,16812,5355,12612,3894,-3625,-106
19356,270000,1278,-3572,2284,-618,1898,-2605
19357,30000,0,0,-836,1672,446,-540
19358,160000,140209,151368,141394,144228,130809,135324
19359,180000,0,0,0,0,0,0
19360,20000,2003,3176,-412,632,-316,-466
19361,210000,6011,-617,-8750,7813,-3109,3537
19362,200000,109421,108403,112027,100888,99667,101466
19363,130000,30667,31822,33125,34543,35047,35859
19365,130000,-7663,8806,-2665,-2078,6254,-1196
19366,180000,3106,-156214,58777,-21323,45634,-21675
19367,110000,89885,88148,82371,78187,76567,78743
19368,20000,13416,10592,11221,9656,7348,580
19369,150000,93768,69876,30043,53182,46983,48136
19370,210000,-202,-3798,2994,4652,5044,406
19371,90000,88337,93413,84399,-1246,7435,-11398
19372,500000,42087,20246,-10168,126639,62611,41577
19373,300000,4144,5299,-8735,8074,-15222,15366
19374,370000,16454,17019,17931,16345,8245,22200
19375,200000,98093,104368,102429,113769,73161,57066
19376,500000,-13,-22640,-16160,9782,560,5127
19377,50000,41477,43383,36025,0,0,0
19378,120000,106229,380,-970,-4606,5576,-2785
19379,270000,59263,57654,56445,49715,46796,43256
19380,300000,-10952,18447,-3603,10045,2248,-1461
19381,90000,18255,14364,20667,19042,18408,22073
19382,120000,626,-1252,0,1252,626,626
19383,90000,6681,2426,9289,9816,10333,10997
19384,350000,116017,115605,113722,115847,112828,113400
19385,180000,20867,20168,14464,3455,0,0
19387,240000,1112,-750,790,-290,-532,1532
19388,80000,84372,74873,75397,76943,74344,75255
19389,50000,44239,42969,51145,44471,28172,26226
19390,370000,278906,260157,247969,195761,121046,101185
19391,150000,-1236,576,4032,-27216,20410,3282
19392,410000,386809,352398,354247,292903,298333,302330
19393,230000,145,-301,-447,2274,-21166,20166
19394,80000,-46967,51932,-2165,-37716,25190,4191
19395,140000,-21891,30687,18281,18573,11611,0
19396,180000,2244,3135,-2379,17987,-99,-99
19397,240000,91775,87204,82011,75829,47631,47346
19398,160000,-38,-38,-38,-38,-38,-38
19399,320000,7465,1003,2241,-81330,82434,61424
19400,80000,252,-7196,320,-248,0,-195
19401,230000,745,2609,4979,-373,-8384,9103
19402,230000,0,-3315,990,-2970,-1350,1980
19403,20000,10404,11793,10736,12041,12641,14251
19404,220000,151494,149004,142577,147724,136664,137049
19405,180000,626,-1290,1290,0,-1200,1200
19406,260000,5221,2956,3960,-2647,-11496,23044
19407,360000,-7444,7409,7165,0,0,10000
19408,210000,167970,153852,155600,156303,156799,155912
19409,200000,-1462,1433,-829,715,354,-2
19410,350000,-2425,1618,4507,8362,-3793,-63136
19411,360000,0,0,0,0,0,-558
19412,60000,26654,24962,42025,41067,36709,40895
19413,190000,-2717,2434,-1051,1334,-39200,38809
19414,180000,21931,19671,19701,20097,14629,15628
19415,230000,-2874,1198,1423,-74,-406,343
19416,270000,0,0,0,0,0,0
19417,220000,166729,172100,174900,160558,121433,80709
19418,80000,78780,0,0,0,-59349,59349
19419,90000,75376,62138,44683,83470,41520,42341
19420,500000,-30478,30077,13324,-1122,-206548,195287
19421,210000,-783,-1900,-2216,5087,-1449,-608
19422,110000,85490,84732,81357,74552,58402,40255
19423,150000,4778,3759,-2829,2711,6711,2711
19424,90000,-3000,6000,-3000,0,0,0
19425,190000,79031,77420,93705,84117,96079,86428
19426,180000,142122,92401,96689,102925,0,0
19427,240000,41271,41999,42613,-1111,12807,11768
19428,200000,4571,-2983,2983,2780,0,-3125
19429,200000,0,-2317,-5271,-26,-6447,14053
19430,160000,0,0,-68600,67200,70000,0
19431,240000,7029,2875,1105,2487,-4523,3500
19432,80000,73358,74433,71350,71361,51966,56930
19433,180000,0,0,0,0,0,0
19434,80000,0,0,0,0,0,0
19435,70000,68205,67856,60950,51900,43215,44486
19436,160000,23902,99408,104206,6321,-4651,6775
19437,200000,143646,124106,132683,124438,99816,22037
19438,20000,-14956,15281,-2,-225,-2874,-5
19439,300000,104787,149043,-17896,44439,-11456,27700
19440,150000,102945,103148,37424,31246,39193,35528
19441,30000,5830,421,519,-29180,28630,-2542
19442,360000,0,-4710,4710,333,-333,123
19443,280000,93680,85390,82659,84913,85767,87076
19444,30000,30335,27546,28326,28997,27789,29967
19445,50000,46443,48301,20404,14440,8738,8588
19446,160000,657,-6,0,0,0,0
19447,80000,34781,34398,39505,35740,31184,31405
19448,100000,87929,90471,97318,42695,54444,3448
19449,60000,52562,48203,55199,58152,75006,18604
19450,420000,191086,195172,199780,204222,208485,212794
19451,140000,0,0,0,0,-1079,-87575
19452,270000,4220,14050,11539,13005,15438,16021
19453,160000,0,0,0,0,0,-1404
19454,230000,910,-6568,8508,-19853,-5251,29160
19455,100000,41495,40947,40635,40240,39378,39001
19456,260000,-132,-987,-77,1163,-3827,1874
19457,200000,187571,116888,116984,118283,121552,130380
19458,380000,257720,260396,247976,250713,257050,156355
19459,130000,41573,-13853,12853,14277,0,0
19460,70000,67967,60152,68807,71977,65006,68561
19461,270000,9523,-13805,7105,1820,5000,-6421
19462,30000,25922,23214,24755,21235,23008,25939
19463,290000,11824,-15516,-73292,80592,16950,-21830
19464,50000,42319,48518,44388,49146,18394,18276
19465,30000,29223,31340,26027,25246,23351,20518
19466,210000,-1351,1391,-558,276,-393,-969
19467,220000,215272,207390,213331,212941,170765,168238
19468,340000,58105,61201,63587,55787,50035,50693
19469,500000,138,1005,-3468,944,-6908,8285
19470,30000,20494,18367,17045,24681,22485,19099
19471,180000,10486,15548,12009,17752,15172,13732
19472,60000,51310,52128,54415,54273,25316,29763
19473,100000,35374,-93880,102329,89203,89343,-5971
19474,270000,5552,7365,-45449,46546,44250,43649
19475,200000,8800,-5738,4112,-2244,-63756,36000
19476,240000,226416,220997,220416,229228,155290,152664
19477,110000,103035,107656,-49129,64482,56578,54461
19478,360000,161111,159554,143768,133587,133454,136264
19479,50000,53001,-934,44336,18786,35993,18436
19480,60000,48996,48771,-11859,28066,26764,26195
19481,50000,4486,4199,9095,8336,8649,8679
19482,120000,1501,1295,-2378,419,2677,2592
19483,140000,116689,116964,122231,122550,124750,121787
19484,100000,93515,99028,91592,97801,26814,25877
19485,280000,506515,489998,60761,53708,38135,17692
19486,180000,168793,164828,165272,167344,129321,126191
19487,180000,0,0,0,0,0,0
19488,150000,88790,103984,110405,105077,29706,30257
19489,180000,116704,134191,139477,133174,141012,148833
19490,180000,12246,2554,-31555,29635,6489,0
19491,30000,23735,25001,26261,28837,25189,21215
19492,380000,59001,53427,51244,48359,52527,48482
19493,130000,0,0,0,0,0,-200
19494,170000,-1697,-1236,2526,1718,-1125,1125
19495,220000,21,-8841,9743,-15400,22880,-6390
19496,150000,0,0,-12200,-4761,13961,2507
19498,180000,0,0,0,0,0,0
19499,360000,0,0,0,0,0,0
19500,150000,91436,6183,3837,8855,9049,3244
19502,50000,8512,9039,7549,16217,16290,17501
19503,300000,82540,85292,86558,85741,99802,93711
19504,450000,799,0,0,0,0,0
19505,210000,140748,107712,-6564,-139484,138607,139191
19506,80000,15304,0,0,-1005,1005,5
19507,240000,0,0,0,0,0,0
19508,110000,65514,65588,67580,69403,70600,72515
19509,400000,-1169,-5597,-6234,33830,-3461,-670
19510,90000,0,0,-2146,-306,-4538,3440
19511,210000,190226,196636,186520,163383,133980,153706
19512,260000,65343,66585,67423,59847,71215,71643
19513,170000,80968,57937,13848,-110208,119208,117955
19514,210000,0,-474,-16697,17171,15825,12030
19515,200000,0,0,0,0,0,0
19516,560000,-115331,90176,141157,116118,112225,110479
19517,540000,-656,892,-108,0,0,0
19518,100000,500,0,0,0,0,0
19519,80000,73758,76468,82150,0,0,0
19520,30000,23785,17446,22466,24422,22888,18016
19521,80000,74186,71559,75099,4976,48933,48341
19522,50000,19930,17670,18694,20425,19630,23123
19523,120000,18629,11933,49573,30400,4207,-3287
19524,240000,19615,27500,0,0,0,0
19525,260000,-5681,4625,-9598,11863,-3667,1662
19526,280000,68884,64924,38379,-16076,37924,2930
19527,30000,30155,29041,25785,20918,16283,-548
19528,150000,250,-8125,9447,-1815,11165,-1550
19529,350000,6026,32588,35002,36357,33663,27735
19530,100000,88,1668,-865,1028,0,0
19531,320000,57059,-2175,2709,-7779,7779,-417
19532,380000,415735,400246,369570,370120,367894,362254
19533,40000,9268,8774,6885,10583,10269,8760
19534,100000,4676,5569,2387,4308,4391,4487
19535,270000,78488,71257,67685,64339,58969,52332
19536,30000,25175,25631,27679,29213,24371,24567
19537,50000,4285,11207,4377,0,0,0
19538,180000,36478,30311,33847,27763,64026,28030
19539,150000,3023,2569,0,0,-302,126
19540,360000,11039,18396,14363,11874,6898,5773
19541,170000,5910,0,0,0,-3001,-6435
19542,140000,81858,85209,87876,87591,92577,94339
19543,90000,23588,24713,24953,26570,27078,27479
19544,20000,0,-8907,5979,-2830,1850,1020
19545,160000,125528,130846,136732,97703,96895,99107
19546,30000,25102,25650,25864,26853,26490,27556
19547,300000,0,0,-1000,610,500,-150
19548,80000,77828,73790,70289,67760,48642,46690
19549,360000,4279,10580,12416,14789,-31,8831
19550,460000,-25019,31293,0,0,-18165,16157
19551,30000,19830,14179,1736,1170,780,780
19552,80000,0,0,0,0,0,-2206
19554,280000,145,-1142,-3639,-1635,6913,-741
19555,300000,29258,13613,-32620,28960,26589,17998
19556,30000,12186,18274,16380,16416,18099,21631
19557,500000,177996,178780,150194,110377,181142,159740
19558,180000,247606,245416,267551,267045,298652,290385
19559,160000,7500,5933,16530,4550,3977,7811
19560,200000,0,-2479,2479,0,0,0
19561,130000,106334,88740,116873,117870,100373,128146
19562,230000,2380,0,0,0,-31868,18652
19563,230000,-1096,1785,-1886,-392,-1482,-1838
19564,60000,0,0,0,0,0,0
19565,80000,4166,3908,-3521,3521,-14206,6706
19566,240000,4274,23222,0,-13143,-14240,5665
19567,240000,-28633,62362,49675,24874,17283,-131845
19568,220000,-25,1062,0,0,0,0
19569,50000,9853,4430,5797,5565,7565,7357
19570,50000,48562,48897,47708,46037,11187,9614
19571,50000,0,0,-338,283,0,0
19572,90000,380,-380,380,0,-10836,10536
19573,80000,76958,73703,80322,73089,43767,49278
19574,190000,89955,90422,94442,94804,102069,104846
19575,210000,150039,153365,125238,111579,110318,95122
19576,370000,131323,136167,61800,40091,-98614,94723
19577,80000,53916,48135,52327,54604,55369,58505
19578,220000,26853,25145,25751,20067,14831,-15118
19579,230000,-101,-685,-1522,3207,1612,-1879
19580,200000,-2426,-5939,12063,-14646,13133,52
19581,400000,3374,-108358,958,144959,72425,119281
19582,80000,21532,15612,10535,3110,-10221,13115
19583,360000,13557,16369,-9012,47241,11918,11375
19584,310000,295017,293845,268988,247262,242181,267117
19585,150000,77299,77963,80641,82330,78885,93402
19586,80000,87222,83919,-708,77031,39149,29244
19587,40000,12908,13870,15620,15856,16492,14486
